"date_pr","date_gr","source","price_avg"
"1365/05/16","1986/08/07 00:00:00","bourseview",712
"1365/05/18","1986/08/09 00:00:00","bourseview",712
"1365/05/19","1986/08/10 00:00:00","bourseview",712
"1365/05/20","1986/08/11 00:00:00","bourseview",712
"1365/05/21","1986/08/12 00:00:00","bourseview",712
"1365/05/22","1986/08/13 00:00:00","bourseview",712
"1365/05/23","1986/08/14 00:00:00","bourseview",712
"1365/05/25","1986/08/16 00:00:00","bourseview",712
"1365/05/26","1986/08/17 00:00:00","bourseview",712
"1365/05/27","1986/08/18 00:00:00","bourseview",712
"1365/05/28","1986/08/19 00:00:00","bourseview",712
"1365/05/29","1986/08/20 00:00:00","bourseview",712
"1365/05/30","1986/08/21 00:00:00","bourseview",712
"1365/06/01","1986/08/23 00:00:00","bourseview",738
"1365/06/02","1986/08/24 00:00:00","bourseview",738
"1365/06/03","1986/08/25 00:00:00","bourseview",738
"1365/06/04","1986/08/26 00:00:00","bourseview",738
"1365/06/05","1986/08/27 00:00:00","bourseview",738
"1365/06/06","1986/08/28 00:00:00","bourseview",738
"1365/06/08","1986/08/30 00:00:00","bourseview",738
"1365/06/09","1986/08/31 00:00:00","bourseview",738
"1365/06/10","1986/09/01 00:00:00","bourseview",738
"1365/06/11","1986/09/02 00:00:00","bourseview",738
"1365/06/12","1986/09/03 00:00:00","bourseview",738
"1365/06/13","1986/09/04 00:00:00","bourseview",738
"1365/06/15","1986/09/06 00:00:00","bourseview",738
"1365/06/16","1986/09/07 00:00:00","bourseview",738
"1365/06/17","1986/09/08 00:00:00","bourseview",738
"1365/06/18","1986/09/09 00:00:00","bourseview",738
"1365/06/19","1986/09/10 00:00:00","bourseview",738
"1365/06/20","1986/09/11 00:00:00","bourseview",738
"1365/06/22","1986/09/13 00:00:00","bourseview",738
"1365/06/23","1986/09/14 00:00:00","bourseview",738
"1365/06/24","1986/09/15 00:00:00","bourseview",738
"1365/06/25","1986/09/16 00:00:00","bourseview",738
"1365/06/26","1986/09/17 00:00:00","bourseview",738
"1365/06/27","1986/09/18 00:00:00","bourseview",738
"1365/06/29","1986/09/20 00:00:00","bourseview",738
"1365/06/30","1986/09/21 00:00:00","bourseview",738
"1365/06/31","1986/09/22 00:00:00","bourseview",738
"1365/07/01","1986/09/23 00:00:00","bourseview",746
"1365/07/02","1986/09/24 00:00:00","bourseview",746
"1365/07/03","1986/09/25 00:00:00","bourseview",746
"1365/07/05","1986/09/27 00:00:00","bourseview",746
"1365/07/06","1986/09/28 00:00:00","bourseview",746
"1365/07/07","1986/09/29 00:00:00","bourseview",746
"1365/07/08","1986/09/30 00:00:00","bourseview",746
"1365/07/09","1986/10/01 00:00:00","bourseview",746
"1365/07/10","1986/10/02 00:00:00","bourseview",746
"1365/07/12","1986/10/04 00:00:00","bourseview",746
"1365/07/13","1986/10/05 00:00:00","bourseview",746
"1365/07/14","1986/10/06 00:00:00","bourseview",746
"1365/07/15","1986/10/07 00:00:00","bourseview",746
"1365/07/16","1986/10/08 00:00:00","bourseview",746
"1365/07/17","1986/10/09 00:00:00","bourseview",746
"1365/07/19","1986/10/11 00:00:00","bourseview",746
"1365/07/20","1986/10/12 00:00:00","bourseview",746
"1365/07/21","1986/10/13 00:00:00","bourseview",746
"1365/07/22","1986/10/14 00:00:00","bourseview",746
"1365/07/23","1986/10/15 00:00:00","bourseview",746
"1365/07/24","1986/10/16 00:00:00","bourseview",746
"1365/07/26","1986/10/18 00:00:00","bourseview",746
"1365/07/27","1986/10/19 00:00:00","bourseview",746
"1365/07/28","1986/10/20 00:00:00","bourseview",746
"1365/07/29","1986/10/21 00:00:00","bourseview",746
"1365/07/30","1986/10/22 00:00:00","bourseview",746
"1365/08/01","1986/10/23 00:00:00","bourseview",755
"1365/08/03","1986/10/25 00:00:00","bourseview",755
"1365/08/04","1986/10/26 00:00:00","bourseview",755
"1365/08/05","1986/10/27 00:00:00","bourseview",755
"1365/08/06","1986/10/28 00:00:00","bourseview",755
"1365/08/07","1986/10/29 00:00:00","bourseview",755
"1365/08/08","1986/10/30 00:00:00","bourseview",755
"1365/08/10","1986/11/01 00:00:00","bourseview",755
"1365/08/11","1986/11/02 00:00:00","bourseview",755
"1365/08/12","1986/11/03 00:00:00","bourseview",755
"1365/08/13","1986/11/04 00:00:00","bourseview",755
"1365/08/14","1986/11/05 00:00:00","bourseview",755
"1365/08/15","1986/11/06 00:00:00","bourseview",755
"1365/08/17","1986/11/08 00:00:00","bourseview",755
"1365/08/18","1986/11/09 00:00:00","bourseview",755
"1365/08/19","1986/11/10 00:00:00","bourseview",755
"1365/08/20","1986/11/11 00:00:00","bourseview",755
"1365/08/21","1986/11/12 00:00:00","bourseview",755
"1365/08/22","1986/11/13 00:00:00","bourseview",755
"1365/08/24","1986/11/15 00:00:00","bourseview",755
"1365/08/25","1986/11/16 00:00:00","bourseview",755
"1365/08/26","1986/11/17 00:00:00","bourseview",755
"1365/08/27","1986/11/18 00:00:00","bourseview",755
"1365/08/28","1986/11/19 00:00:00","bourseview",755
"1365/08/29","1986/11/20 00:00:00","bourseview",755
"1365/09/01","1986/11/22 00:00:00","bourseview",793
"1365/09/02","1986/11/23 00:00:00","bourseview",793
"1365/09/03","1986/11/24 00:00:00","bourseview",793
"1365/09/04","1986/11/25 00:00:00","bourseview",793
"1365/09/05","1986/11/26 00:00:00","bourseview",793
"1365/09/06","1986/11/27 00:00:00","bourseview",793
"1365/09/08","1986/11/29 00:00:00","bourseview",793
"1365/09/09","1986/11/30 00:00:00","bourseview",793
"1365/09/10","1986/12/01 00:00:00","bourseview",793
"1365/09/11","1986/12/02 00:00:00","bourseview",793
"1365/09/12","1986/12/03 00:00:00","bourseview",793
"1365/09/13","1986/12/04 00:00:00","bourseview",793
"1365/09/15","1986/12/06 00:00:00","bourseview",793
"1365/09/16","1986/12/07 00:00:00","bourseview",793
"1365/09/17","1986/12/08 00:00:00","bourseview",793
"1365/09/18","1986/12/09 00:00:00","bourseview",793
"1365/09/19","1986/12/10 00:00:00","bourseview",793
"1365/09/20","1986/12/11 00:00:00","bourseview",793
"1365/09/22","1986/12/13 00:00:00","bourseview",793
"1365/09/23","1986/12/14 00:00:00","bourseview",793
"1365/09/24","1986/12/15 00:00:00","bourseview",793
"1365/09/25","1986/12/16 00:00:00","bourseview",793
"1365/09/26","1986/12/17 00:00:00","bourseview",793
"1365/09/27","1986/12/18 00:00:00","bourseview",793
"1365/09/29","1986/12/20 00:00:00","bourseview",793
"1365/09/30","1986/12/21 00:00:00","bourseview",793
"1365/10/01","1986/12/22 00:00:00","bourseview",858
"1365/10/02","1986/12/23 00:00:00","bourseview",858
"1365/10/03","1986/12/24 00:00:00","bourseview",858
"1365/10/04","1986/12/25 00:00:00","bourseview",858
"1365/10/06","1986/12/27 00:00:00","bourseview",858
"1365/10/07","1986/12/28 00:00:00","bourseview",858
"1365/10/08","1986/12/29 00:00:00","bourseview",858
"1365/10/09","1986/12/30 00:00:00","bourseview",858
"1365/10/10","1986/12/31 00:00:00","bourseview",858
"1365/10/11","1987/01/01 00:00:00","bourseview",858
"1365/10/13","1987/01/03 00:00:00","bourseview",858
"1365/10/14","1987/01/04 00:00:00","bourseview",858
"1365/10/15","1987/01/05 00:00:00","bourseview",858
"1365/10/16","1987/01/06 00:00:00","bourseview",858
"1365/10/17","1987/01/07 00:00:00","bourseview",858
"1365/10/18","1987/01/08 00:00:00","bourseview",858
"1365/10/20","1987/01/10 00:00:00","bourseview",858
"1365/10/21","1987/01/11 00:00:00","bourseview",858
"1365/10/22","1987/01/12 00:00:00","bourseview",858
"1365/10/23","1987/01/13 00:00:00","bourseview",858
"1365/10/24","1987/01/14 00:00:00","bourseview",858
"1365/10/25","1987/01/15 00:00:00","bourseview",858
"1365/10/27","1987/01/17 00:00:00","bourseview",858
"1365/10/28","1987/01/18 00:00:00","bourseview",858
"1365/10/29","1987/01/19 00:00:00","bourseview",858
"1365/10/30","1987/01/20 00:00:00","bourseview",858
"1365/11/01","1987/01/21 00:00:00","bourseview",843
"1365/11/02","1987/01/22 00:00:00","bourseview",843
"1365/11/04","1987/01/24 00:00:00","bourseview",843
"1365/11/05","1987/01/25 00:00:00","bourseview",843
"1365/11/06","1987/01/26 00:00:00","bourseview",843
"1365/11/07","1987/01/27 00:00:00","bourseview",843
"1365/11/08","1987/01/28 00:00:00","bourseview",843
"1365/11/09","1987/01/29 00:00:00","bourseview",843
"1365/11/11","1987/01/31 00:00:00","bourseview",843
"1365/11/12","1987/02/01 00:00:00","bourseview",843
"1365/11/13","1987/02/02 00:00:00","bourseview",843
"1365/11/14","1987/02/03 00:00:00","bourseview",843
"1365/11/15","1987/02/04 00:00:00","bourseview",843
"1365/11/16","1987/02/05 00:00:00","bourseview",843
"1365/11/18","1987/02/07 00:00:00","bourseview",843
"1365/11/19","1987/02/08 00:00:00","bourseview",843
"1365/11/20","1987/02/09 00:00:00","bourseview",843
"1365/11/21","1987/02/10 00:00:00","bourseview",843
"1365/11/22","1987/02/11 00:00:00","bourseview",843
"1365/11/23","1987/02/12 00:00:00","bourseview",843
"1365/11/25","1987/02/14 00:00:00","bourseview",843
"1365/11/26","1987/02/15 00:00:00","bourseview",843
"1365/11/27","1987/02/16 00:00:00","bourseview",843
"1365/11/28","1987/02/17 00:00:00","bourseview",843
"1365/11/29","1987/02/18 00:00:00","bourseview",843
"1365/11/30","1987/02/19 00:00:00","bourseview",843
"1365/12/02","1987/02/21 00:00:00","bourseview",833
"1365/12/03","1987/02/22 00:00:00","bourseview",833
"1365/12/04","1987/02/23 00:00:00","bourseview",833
"1365/12/05","1987/02/24 00:00:00","bourseview",833
"1365/12/06","1987/02/25 00:00:00","bourseview",833
"1365/12/07","1987/02/26 00:00:00","bourseview",833
"1365/12/09","1987/02/28 00:00:00","bourseview",833
"1365/12/10","1987/03/01 00:00:00","bourseview",833
"1365/12/11","1987/03/02 00:00:00","bourseview",833
"1365/12/12","1987/03/03 00:00:00","bourseview",833
"1365/12/13","1987/03/04 00:00:00","bourseview",833
"1365/12/14","1987/03/05 00:00:00","bourseview",833
"1365/12/16","1987/03/07 00:00:00","bourseview",833
"1365/12/17","1987/03/08 00:00:00","bourseview",833
"1365/12/18","1987/03/09 00:00:00","bourseview",833
"1365/12/19","1987/03/10 00:00:00","bourseview",833
"1365/12/20","1987/03/11 00:00:00","bourseview",833
"1365/12/21","1987/03/12 00:00:00","bourseview",833
"1365/12/23","1987/03/14 00:00:00","bourseview",833
"1365/12/24","1987/03/15 00:00:00","bourseview",833
"1365/12/25","1987/03/16 00:00:00","bourseview",833
"1365/12/26","1987/03/17 00:00:00","bourseview",833
"1365/12/27","1987/03/18 00:00:00","bourseview",833
"1365/12/28","1987/03/19 00:00:00","bourseview",833
"1366/01/01","1987/03/21 00:00:00","bourseview",833
"1366/01/02","1987/03/22 00:00:00","bourseview",833
"1366/01/03","1987/03/23 00:00:00","bourseview",833
"1366/01/04","1987/03/24 00:00:00","bourseview",833
"1366/01/05","1987/03/25 00:00:00","bourseview",833
"1366/01/06","1987/03/26 00:00:00","bourseview",833
"1366/01/08","1987/03/28 00:00:00","bourseview",833
"1366/01/09","1987/03/29 00:00:00","bourseview",833
"1366/01/10","1987/03/30 00:00:00","bourseview",833
"1366/01/11","1987/03/31 00:00:00","bourseview",833
"1366/01/12","1987/04/01 00:00:00","bourseview",833
"1366/01/13","1987/04/02 00:00:00","bourseview",833
"1366/01/15","1987/04/04 00:00:00","bourseview",833
"1366/01/16","1987/04/05 00:00:00","bourseview",833
"1366/01/17","1987/04/06 00:00:00","bourseview",833
"1366/01/18","1987/04/07 00:00:00","bourseview",833
"1366/01/19","1987/04/08 00:00:00","bourseview",833
"1366/01/20","1987/04/09 00:00:00","bourseview",833
"1366/01/22","1987/04/11 00:00:00","bourseview",833
"1366/01/23","1987/04/12 00:00:00","bourseview",833
"1366/01/24","1987/04/13 00:00:00","bourseview",833
"1366/01/25","1987/04/14 00:00:00","bourseview",833
"1366/01/26","1987/04/15 00:00:00","bourseview",833
"1366/01/27","1987/04/16 00:00:00","bourseview",833
"1366/01/29","1987/04/18 00:00:00","bourseview",833
"1366/01/30","1987/04/19 00:00:00","bourseview",833
"1366/01/31","1987/04/20 00:00:00","bourseview",833
"1366/02/01","1987/04/21 00:00:00","bourseview",906
"1366/02/02","1987/04/22 00:00:00","bourseview",906
"1366/02/03","1987/04/23 00:00:00","bourseview",906
"1366/02/05","1987/04/25 00:00:00","bourseview",906
"1366/02/06","1987/04/26 00:00:00","bourseview",906
"1366/02/07","1987/04/27 00:00:00","bourseview",906
"1366/02/08","1987/04/28 00:00:00","bourseview",906
"1366/02/09","1987/04/29 00:00:00","bourseview",906
"1366/02/10","1987/04/30 00:00:00","bourseview",906
"1366/02/12","1987/05/02 00:00:00","bourseview",906
"1366/02/13","1987/05/03 00:00:00","bourseview",906
"1366/02/14","1987/05/04 00:00:00","bourseview",906
"1366/02/15","1987/05/05 00:00:00","bourseview",906
"1366/02/16","1987/05/06 00:00:00","bourseview",906
"1366/02/17","1987/05/07 00:00:00","bourseview",906
"1366/02/19","1987/05/09 00:00:00","bourseview",906
"1366/02/20","1987/05/10 00:00:00","bourseview",906
"1366/02/21","1987/05/11 00:00:00","bourseview",906
"1366/02/22","1987/05/12 00:00:00","bourseview",906
"1366/02/23","1987/05/13 00:00:00","bourseview",906
"1366/02/24","1987/05/14 00:00:00","bourseview",906
"1366/02/26","1987/05/16 00:00:00","bourseview",906
"1366/02/27","1987/05/17 00:00:00","bourseview",906
"1366/02/28","1987/05/18 00:00:00","bourseview",906
"1366/02/29","1987/05/19 00:00:00","bourseview",906
"1366/02/30","1987/05/20 00:00:00","bourseview",906
"1366/02/31","1987/05/21 00:00:00","bourseview",906
"1366/03/02","1987/05/23 00:00:00","bourseview",1036
"1366/03/03","1987/05/24 00:00:00","bourseview",1036
"1366/03/04","1987/05/25 00:00:00","bourseview",1036
"1366/03/05","1987/05/26 00:00:00","bourseview",1036
"1366/03/06","1987/05/27 00:00:00","bourseview",1036
"1366/03/07","1987/05/28 00:00:00","bourseview",1036
"1366/03/09","1987/05/30 00:00:00","bourseview",1036
"1366/03/10","1987/05/31 00:00:00","bourseview",1036
"1366/03/11","1987/06/01 00:00:00","bourseview",1036
"1366/03/12","1987/06/02 00:00:00","bourseview",1036
"1366/03/13","1987/06/03 00:00:00","bourseview",1036
"1366/03/14","1987/06/04 00:00:00","bourseview",1036
"1366/03/16","1987/06/06 00:00:00","bourseview",1036
"1366/03/17","1987/06/07 00:00:00","bourseview",1036
"1366/03/18","1987/06/08 00:00:00","bourseview",1036
"1366/03/19","1987/06/09 00:00:00","bourseview",1036
"1366/03/20","1987/06/10 00:00:00","bourseview",1036
"1366/03/21","1987/06/11 00:00:00","bourseview",1036
"1366/03/23","1987/06/13 00:00:00","bourseview",1036
"1366/03/24","1987/06/14 00:00:00","bourseview",1036
"1366/03/25","1987/06/15 00:00:00","bourseview",1036
"1366/03/26","1987/06/16 00:00:00","bourseview",1036
"1366/03/27","1987/06/17 00:00:00","bourseview",1036
"1366/03/28","1987/06/18 00:00:00","bourseview",1036
"1366/03/30","1987/06/20 00:00:00","bourseview",1036
"1366/03/31","1987/06/21 00:00:00","bourseview",1036
"1366/04/01","1987/06/22 00:00:00","bourseview",1046
"1366/04/02","1987/06/23 00:00:00","bourseview",1046
"1366/04/03","1987/06/24 00:00:00","bourseview",1046
"1366/04/04","1987/06/25 00:00:00","bourseview",1046
"1366/04/06","1987/06/27 00:00:00","bourseview",1046
"1366/04/07","1987/06/28 00:00:00","bourseview",1046
"1366/04/08","1987/06/29 00:00:00","bourseview",1046
"1366/04/09","1987/06/30 00:00:00","bourseview",1046
"1366/04/10","1987/07/01 00:00:00","bourseview",1046
"1366/04/11","1987/07/02 00:00:00","bourseview",1046
"1366/04/13","1987/07/04 00:00:00","bourseview",1046
"1366/04/14","1987/07/05 00:00:00","bourseview",1046
"1366/04/15","1987/07/06 00:00:00","bourseview",1046
"1366/04/16","1987/07/07 00:00:00","bourseview",1046
"1366/04/17","1987/07/08 00:00:00","bourseview",1046
"1366/04/18","1987/07/09 00:00:00","bourseview",1046
"1366/04/20","1987/07/11 00:00:00","bourseview",1046
"1366/04/21","1987/07/12 00:00:00","bourseview",1046
"1366/04/22","1987/07/13 00:00:00","bourseview",1046
"1366/04/23","1987/07/14 00:00:00","bourseview",1046
"1366/04/24","1987/07/15 00:00:00","bourseview",1046
"1366/04/25","1987/07/16 00:00:00","bourseview",1046
"1366/04/27","1987/07/18 00:00:00","bourseview",1046
"1366/04/28","1987/07/19 00:00:00","bourseview",1046
"1366/04/29","1987/07/20 00:00:00","bourseview",1046
"1366/04/30","1987/07/21 00:00:00","bourseview",1046
"1366/04/31","1987/07/22 00:00:00","bourseview",1046
"1366/05/01","1987/07/23 00:00:00","bourseview",989
"1366/05/03","1987/07/25 00:00:00","bourseview",989
"1366/05/04","1987/07/26 00:00:00","bourseview",989
"1366/05/05","1987/07/27 00:00:00","bourseview",989
"1366/05/06","1987/07/28 00:00:00","bourseview",989
"1366/05/07","1987/07/29 00:00:00","bourseview",989
"1366/05/08","1987/07/30 00:00:00","bourseview",989
"1366/05/10","1987/08/01 00:00:00","bourseview",989
"1366/05/11","1987/08/02 00:00:00","bourseview",989
"1366/05/12","1987/08/03 00:00:00","bourseview",989
"1366/05/13","1987/08/04 00:00:00","bourseview",989
"1366/05/14","1987/08/05 00:00:00","bourseview",989
"1366/05/15","1987/08/06 00:00:00","bourseview",989
"1366/05/17","1987/08/08 00:00:00","bourseview",989
"1366/05/18","1987/08/09 00:00:00","bourseview",989
"1366/05/19","1987/08/10 00:00:00","bourseview",989
"1366/05/20","1987/08/11 00:00:00","bourseview",989
"1366/05/21","1987/08/12 00:00:00","bourseview",989
"1366/05/22","1987/08/13 00:00:00","bourseview",989
"1366/05/24","1987/08/15 00:00:00","bourseview",989
"1366/05/25","1987/08/16 00:00:00","bourseview",989
"1366/05/26","1987/08/17 00:00:00","bourseview",989
"1366/05/27","1987/08/18 00:00:00","bourseview",989
"1366/05/28","1987/08/19 00:00:00","bourseview",989
"1366/05/29","1987/08/20 00:00:00","bourseview",989
"1366/05/31","1987/08/22 00:00:00","bourseview",989
"1366/06/01","1987/08/23 00:00:00","bourseview",965
"1366/06/02","1987/08/24 00:00:00","bourseview",965
"1366/06/03","1987/08/25 00:00:00","bourseview",965
"1366/06/04","1987/08/26 00:00:00","bourseview",965
"1366/06/05","1987/08/27 00:00:00","bourseview",965
"1366/06/07","1987/08/29 00:00:00","bourseview",965
"1366/06/08","1987/08/30 00:00:00","bourseview",965
"1366/06/09","1987/08/31 00:00:00","bourseview",965
"1366/06/10","1987/09/01 00:00:00","bourseview",965
"1366/06/11","1987/09/02 00:00:00","bourseview",965
"1366/06/12","1987/09/03 00:00:00","bourseview",965
"1366/06/14","1987/09/05 00:00:00","bourseview",965
"1366/06/15","1987/09/06 00:00:00","bourseview",965
"1366/06/16","1987/09/07 00:00:00","bourseview",965
"1366/06/17","1987/09/08 00:00:00","bourseview",965
"1366/06/18","1987/09/09 00:00:00","bourseview",965
"1366/06/19","1987/09/10 00:00:00","bourseview",965
"1366/06/21","1987/09/12 00:00:00","bourseview",965
"1366/06/22","1987/09/13 00:00:00","bourseview",965
"1366/06/23","1987/09/14 00:00:00","bourseview",965
"1366/06/24","1987/09/15 00:00:00","bourseview",965
"1366/06/25","1987/09/16 00:00:00","bourseview",965
"1366/06/26","1987/09/17 00:00:00","bourseview",965
"1366/06/28","1987/09/19 00:00:00","bourseview",965
"1366/06/29","1987/09/20 00:00:00","bourseview",965
"1366/06/30","1987/09/21 00:00:00","bourseview",965
"1366/06/31","1987/09/22 00:00:00","bourseview",965
"1366/07/01","1987/09/23 00:00:00","bourseview",965
"1366/07/02","1987/09/24 00:00:00","bourseview",965
"1366/07/04","1987/09/26 00:00:00","bourseview",965
"1366/07/05","1987/09/27 00:00:00","bourseview",965
"1366/07/06","1987/09/28 00:00:00","bourseview",965
"1366/07/07","1987/09/29 00:00:00","bourseview",965
"1366/07/08","1987/09/30 00:00:00","bourseview",965
"1366/07/09","1987/10/01 00:00:00","bourseview",965
"1366/07/11","1987/10/03 00:00:00","bourseview",965
"1366/07/12","1987/10/04 00:00:00","bourseview",965
"1366/07/13","1987/10/05 00:00:00","bourseview",965
"1366/07/14","1987/10/06 00:00:00","bourseview",965
"1366/07/15","1987/10/07 00:00:00","bourseview",965
"1366/07/16","1987/10/08 00:00:00","bourseview",965
"1366/07/18","1987/10/10 00:00:00","bourseview",965
"1366/07/19","1987/10/11 00:00:00","bourseview",965
"1366/07/20","1987/10/12 00:00:00","bourseview",965
"1366/07/21","1987/10/13 00:00:00","bourseview",965
"1366/07/22","1987/10/14 00:00:00","bourseview",965
"1366/07/23","1987/10/15 00:00:00","bourseview",965
"1366/07/25","1987/10/17 00:00:00","bourseview",965
"1366/07/26","1987/10/18 00:00:00","bourseview",965
"1366/07/27","1987/10/19 00:00:00","bourseview",965
"1366/07/28","1987/10/20 00:00:00","bourseview",965
"1366/07/29","1987/10/21 00:00:00","bourseview",965
"1366/07/30","1987/10/22 00:00:00","bourseview",965
"1366/08/02","1987/10/24 00:00:00","bourseview",943
"1366/08/03","1987/10/25 00:00:00","bourseview",943
"1366/08/04","1987/10/26 00:00:00","bourseview",943
"1366/08/05","1987/10/27 00:00:00","bourseview",943
"1366/08/06","1987/10/28 00:00:00","bourseview",943
"1366/08/07","1987/10/29 00:00:00","bourseview",943
"1366/08/09","1987/10/31 00:00:00","bourseview",943
"1366/08/10","1987/11/01 00:00:00","bourseview",943
"1366/08/11","1987/11/02 00:00:00","bourseview",943
"1366/08/12","1987/11/03 00:00:00","bourseview",943
"1366/08/13","1987/11/04 00:00:00","bourseview",943
"1366/08/14","1987/11/05 00:00:00","bourseview",943
"1366/08/16","1987/11/07 00:00:00","bourseview",943
"1366/08/17","1987/11/08 00:00:00","bourseview",943
"1366/08/18","1987/11/09 00:00:00","bourseview",943
"1366/08/19","1987/11/10 00:00:00","bourseview",943
"1366/08/20","1987/11/11 00:00:00","bourseview",943
"1366/08/21","1987/11/12 00:00:00","bourseview",943
"1366/08/23","1987/11/14 00:00:00","bourseview",943
"1366/08/24","1987/11/15 00:00:00","bourseview",943
"1366/08/25","1987/11/16 00:00:00","bourseview",943
"1366/08/26","1987/11/17 00:00:00","bourseview",943
"1366/08/27","1987/11/18 00:00:00","bourseview",943
"1366/08/28","1987/11/19 00:00:00","bourseview",943
"1366/08/30","1987/11/21 00:00:00","bourseview",943
"1366/09/01","1987/11/22 00:00:00","bourseview",979
"1366/09/02","1987/11/23 00:00:00","bourseview",979
"1366/09/03","1987/11/24 00:00:00","bourseview",979
"1366/09/04","1987/11/25 00:00:00","bourseview",979
"1366/09/05","1987/11/26 00:00:00","bourseview",979
"1366/09/07","1987/11/28 00:00:00","bourseview",979
"1366/09/08","1987/11/29 00:00:00","bourseview",979
"1366/09/09","1987/11/30 00:00:00","bourseview",979
"1366/09/10","1987/12/01 00:00:00","bourseview",979
"1366/09/11","1987/12/02 00:00:00","bourseview",979
"1366/09/12","1987/12/03 00:00:00","bourseview",979
"1366/09/14","1987/12/05 00:00:00","bourseview",979
"1366/09/15","1987/12/06 00:00:00","bourseview",979
"1366/09/16","1987/12/07 00:00:00","bourseview",979
"1366/09/17","1987/12/08 00:00:00","bourseview",979
"1366/09/18","1987/12/09 00:00:00","bourseview",979
"1366/09/19","1987/12/10 00:00:00","bourseview",979
"1366/09/21","1987/12/12 00:00:00","bourseview",979
"1366/09/22","1987/12/13 00:00:00","bourseview",979
"1366/09/23","1987/12/14 00:00:00","bourseview",979
"1366/09/24","1987/12/15 00:00:00","bourseview",979
"1366/09/25","1987/12/16 00:00:00","bourseview",979
"1366/09/26","1987/12/17 00:00:00","bourseview",979
"1366/09/28","1987/12/19 00:00:00","bourseview",979
"1366/09/29","1987/12/20 00:00:00","bourseview",979
"1366/09/30","1987/12/21 00:00:00","bourseview",979
"1366/10/01","1987/12/22 00:00:00","bourseview",1015
"1366/10/02","1987/12/23 00:00:00","bourseview",1015
"1366/10/03","1987/12/24 00:00:00","bourseview",1015
"1366/10/05","1987/12/26 00:00:00","bourseview",1015
"1366/10/06","1987/12/27 00:00:00","bourseview",1015
"1366/10/07","1987/12/28 00:00:00","bourseview",1015
"1366/10/08","1987/12/29 00:00:00","bourseview",1015
"1366/10/09","1987/12/30 00:00:00","bourseview",1015
"1366/10/10","1987/12/31 00:00:00","bourseview",1015
"1366/10/12","1988/01/02 00:00:00","bourseview",1015
"1366/10/13","1988/01/03 00:00:00","bourseview",1015
"1366/10/14","1988/01/04 00:00:00","bourseview",1015
"1366/10/15","1988/01/05 00:00:00","bourseview",1015
"1366/10/16","1988/01/06 00:00:00","bourseview",1015
"1366/10/17","1988/01/07 00:00:00","bourseview",1015
"1366/10/19","1988/01/09 00:00:00","bourseview",1015
"1366/10/20","1988/01/10 00:00:00","bourseview",1015
"1366/10/21","1988/01/11 00:00:00","bourseview",1015
"1366/10/22","1988/01/12 00:00:00","bourseview",1015
"1366/10/23","1988/01/13 00:00:00","bourseview",1015
"1366/10/24","1988/01/14 00:00:00","bourseview",1015
"1366/10/26","1988/01/16 00:00:00","bourseview",1015
"1366/10/27","1988/01/17 00:00:00","bourseview",1015
"1366/10/28","1988/01/18 00:00:00","bourseview",1015
"1366/10/29","1988/01/19 00:00:00","bourseview",1015
"1366/10/30","1988/01/20 00:00:00","bourseview",1015
"1366/11/01","1988/01/21 00:00:00","bourseview",1077
"1366/11/03","1988/01/23 00:00:00","bourseview",1077
"1366/11/04","1988/01/24 00:00:00","bourseview",1077
"1366/11/05","1988/01/25 00:00:00","bourseview",1077
"1366/11/06","1988/01/26 00:00:00","bourseview",1077
"1366/11/07","1988/01/27 00:00:00","bourseview",1077
"1366/11/08","1988/01/28 00:00:00","bourseview",1077
"1366/11/10","1988/01/30 00:00:00","bourseview",1077
"1366/11/11","1988/01/31 00:00:00","bourseview",1077
"1366/11/12","1988/02/01 00:00:00","bourseview",1077
"1366/11/13","1988/02/02 00:00:00","bourseview",1077
"1366/11/14","1988/02/03 00:00:00","bourseview",1077
"1366/11/15","1988/02/04 00:00:00","bourseview",1077
"1366/11/17","1988/02/06 00:00:00","bourseview",1077
"1366/11/18","1988/02/07 00:00:00","bourseview",1077
"1366/11/19","1988/02/08 00:00:00","bourseview",1077
"1366/11/20","1988/02/09 00:00:00","bourseview",1077
"1366/11/21","1988/02/10 00:00:00","bourseview",1077
"1366/11/22","1988/02/11 00:00:00","bourseview",1077
"1366/11/24","1988/02/13 00:00:00","bourseview",1077
"1366/11/25","1988/02/14 00:00:00","bourseview",1077
"1366/11/26","1988/02/15 00:00:00","bourseview",1077
"1366/11/27","1988/02/16 00:00:00","bourseview",1077
"1366/11/28","1988/02/17 00:00:00","bourseview",1077
"1366/11/29","1988/02/18 00:00:00","bourseview",1077
"1366/12/01","1988/02/20 00:00:00","bourseview",1136
"1366/12/02","1988/02/21 00:00:00","bourseview",1136
"1366/12/03","1988/02/22 00:00:00","bourseview",1136
"1366/12/04","1988/02/23 00:00:00","bourseview",1136
"1366/12/05","1988/02/24 00:00:00","bourseview",1136
"1366/12/06","1988/02/25 00:00:00","bourseview",1136
"1366/12/08","1988/02/27 00:00:00","bourseview",1136
"1366/12/09","1988/02/28 00:00:00","bourseview",1136
"1366/12/10","1988/02/29 00:00:00","bourseview",1136
"1366/12/11","1988/03/01 00:00:00","bourseview",1136
"1366/12/12","1988/03/02 00:00:00","bourseview",1136
"1366/12/13","1988/03/03 00:00:00","bourseview",1136
"1366/12/15","1988/03/05 00:00:00","bourseview",1136
"1366/12/16","1988/03/06 00:00:00","bourseview",1136
